FACILITY ID,FACILITY NAME,REGION,PROGRAM CATEGORY,ASSIGNED CATEGORY,COMMUNITY TYPE,FEDERAL FACILITY,NPDES ASSESSMENT,WDR ASSESSMENT,CS ASSESSMENT,wdid,npdes_permit_number,order_number,pop_cwns,pop_cwns_2042,pop_sso_csv,pop_covid,pop_served_csv,pop_source_csv,pop_growth_rate,wdid_sso,pop_served_via_rwb,pop_final,pop_final_source,pop_final_rwb_preferred,pop_final_rwb_preferred_source
226719,Garberville POTW,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B83120OHUM,NA,R1-2018-0033,76729,81145,NA,NA,76729,CWNS,0.28,NA,NA,76729,pop_cwns,76729,pop_cwns
752217,Golden Bear RV Park,1,WDR,RV,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227962,Grenada Sanitary District STP,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A76162OSIS,NA,87-12101,98730,102150,NA,NA,98730,CWNS,0.17,NA,NA,98730,pop_cwns,98730,pop_cwns
228109,Gualala WWTF,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B89005RMEN,NA,R1-2022-0004,181194,197824,652,NA,181194,CWNS+SSO,0.44,NA,NA,181194,pop_cwns,181194,pop_cwns
229643,Happy Camp WWTP,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A75211OSIS,NA,R1-2022-0011,0,0,NA,NA,0,CWNS,NA,NA,NA,0,pop_cwns,0,pop_cwns
230118,Heritage House,1,WDR,RT,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230693,Hopland Public Utilities District,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B80154OMEN,NA,R1-2023-0013,36124,36124,NA,NA,36124,CWNS,0,NA,NA,36124,pop_cwns,36124,pop_cwns
232368,Indianola Mobile Home Park,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B81141OHUM,NA,92-022,39764,54900,NA,NA,39764,CWNS,1.63,NA,NA,39764,pop_cwns,39764,pop_cwns
232641,"Irish Beach Subdivision Units 1,2,3,4",1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B80023OMEN,NA,93-01001,309132,309132,NA,NA,309132,CWNS,0,NA,NA,309132,pop_cwns,309132,pop_cwns
235064,Kings Valley Mobile Home Park,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235102,Klamath CSD STP (Del Norte Community Development),1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A84118ODN,NA,84-118,331491,342900,NA,NA,331491,CWNS,0.17,NA,NA,331491,pop_cwns,331491,pop_cwns
248128,Klamath NF Petersburg Fire Station,1,WDR,Federal: Residential/transient,TRANSIENT,TRUE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209798,Klamath Ranch Resort and Blue Heron RV Park,1,WDR,RV,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236258,Lake Shastina CSD STP,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A79010OSIS,NA,R1-2012-0029,135000,140400,NA,NA,135000,CWNS,0.2,NA,NA,135000,pop_cwns,135000,pop_cwns
639803,Lewis RV Park (aka Last Redwood Corp. dba Ancient Redwood Resort),1,WDR,RV,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236943,Lewiston CSD Wastewater Ponds POTW,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236941,"Lewiston CSD Wastewater Treatment Plant, POTW",1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A83052OTRI,NA,R1-2020-0024,366930,459755,NA,NA,366930,CWNS,1.13,NA,NA,366930,pop_cwns,366930,pop_cwns
255136,Lytton Rancheria Lytton Springs Facility,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B01139RSON,NA,97-010-DWQ,18000,20277,NA,NA,18000,CWNS,0.6,NA,NA,18000,pop_cwns,18000,pop_cwns
239317,Manila CSD WWTP,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B80162OHUM,NA,R1-2023-0003,113419,139430,NA,NA,113419,CWNS,1.04,NA,NA,113419,pop_cwns,113419,pop_cwns
239889,Mayacama Golf Club LLC,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240183,Meadows Mobile Home Park,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B81217OMEN,NA,86-006,49715,49670,NA,NA,49715,CWNS,0,NA,NA,49715,pop_cwns,49715,pop_cwns
240917,Miranda POTW,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B80002OHUM,NA,R1-2019-0002,45723,45723,NA,NA,45723,CWNS,0,NA,NA,45723,pop_cwns,45723,pop_cwns
241098,Mobile Estates,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B84128OHUM,NA,91-140,45676,90142,NA,NA,45676,CWNS,3.46,NA,NA,45676,pop_cwns,45676,pop_cwns
241264,Montague STP,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A76081OSIS,NA,96-068,38250,38250,NA,NA,38250,CWNS,0,NA,NA,38250,pop_cwns,38250,pop_cwns
241266,"Montair Subdivision, STP",1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A81131OSIS,NA,81-131,331491,342900,NA,NA,331491,CWNS,0.17,NA,NA,331491,pop_cwns,331491,pop_cwns
244240,Newell CWD STP,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A78041OMOD,NA,97-093,0,333311,NA,NA,0,CWNS,Inf,NA,NA,0,pop_cwns,0,pop_cwns
248427,"Northcrest MHP, LLC (Northcrest Trailer City)",1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A171877RDN,NA,R1-2019-0017,385024,444414,NA,NA,385024,CWNS,0.72,NA,NA,385024,pop_cwns,385024,pop_cwns
245775,Oceana Marin (North Marin CWD),1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B80173OMAR,NA,92-057,363144,392864,NA,NA,363144,CWNS,0.39,NA,NA,363144,pop_cwns,363144,pop_cwns
245872,Old Crocker Inn,1,WDR,RT,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247694,Parkside Estates Mobile Home Park,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B83142OMEN,NA,93-003,29352,32625,NA,NA,29352,CWNS,0.53,NA,NA,29352,pop_cwns,29352,pop_cwns
793561,"Plant Sciences, Inc. Juniper Village",1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A13043RSIS,NA,97-010-DWQ,38102,38102,NA,NA,38102,CWNS,0,NA,NA,38102,pop_cwns,38102,pop_cwns
248791,Point Arena Wastewater Treatment Plant,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B80045OMEN,NA,R1-2022-0015,184660,204246,NA,NA,184660,CWNS,0.51,NA,NA,184660,pop_cwns,184660,pop_cwns
252254,Redwood Park STP,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A88030RDN,NA,R1-1988-0078,49715,49670,NA,NA,49715,CWNS,0,NA,NA,49715,pop_cwns,49715,pop_cwns
252757,Rio Lindo Adventist Academy,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B77085OSON,NA,87-094,45723,45723,NA,NA,45723,CWNS,0,NA,NA,45723,pop_cwns,45723,pop_cwns
727137,River's Edge RV Park,1,WDR,RV,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780906,Riverwoods Mobile Home Park (Gasquet Mobile Home Park),1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A12074RDN,NA,97-010-DWQ,45676,90142,NA,NA,45676,CWNS,3.46,NA,NA,45676,pop_cwns,45676,pop_cwns
256045,SCWA Airport WRF (Airport-Larkfield-Wikiup),1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B84124OSON,NA,R1-2019-0007,137026,270423,NA,NA,137026,CWNS,3.46,NA,NA,137026,pop_cwns,137026,pop_cwns
256049,SCWA Geyserville CSD,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B77117OSON,NA,R1-2019-0013,38250,38250,NA,NA,38250,CWNS,0,NA,NA,38250,pop_cwns,38250,pop_cwns
256057,SCWA Oceanic Properties Sea Ranch Central Plant,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B71011OSON,NA,96-011,309132,309132,NA,NA,309132,CWNS,0,NA,NA,309132,pop_cwns,309132,pop_cwns
255697,Santa Rosa City Oakmont Plant,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B78209OSON,NA,88-052,0,333311,NA,NA,0,CWNS,Inf,NA,NA,0,pop_cwns,0,pop_cwns
256220,Seghesio Farm Worker Housing,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B02011RSON,NA,97-010-DWQ,385024,444414,NA,NA,385024,CWNS,0.72,NA,NA,385024,pop_cwns,385024,pop_cwns
255836,"Sonoma Co Service Area 41, Zone 2, Sea Ranch Onsite Wastewater Management Zone",1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B89051RSON,NA,R1-2017-0014,2222389,2509018,NA,NA,2222389,CWNS,0.61,NA,NA,2222389,pop_cwns,2222389,pop_cwns
263172,Tennant CSD ST/LF,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A88031RSIS,NA,R1-2016-0019,36000,36000,NA,NA,36000,CWNS,0,NA,NA,36000,pop_cwns,36000,pop_cwns
718887,The Farmhouse Inn,1,WDR,RT,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243820,Thousand Trails Russian River Park,1,WDR,RV,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251606,Tolowa Dee-ni' Nation (Smith River Rancheria Leachfield Project),1,WDR,RT,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726653,Trinidad Extended Stay RV (Midway RV Park),1,WDR,RV,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229873,Trinity County Waterworks District #1 Hayfork WWTP,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266460,Trinity Dam Mobile Home Park,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,49715,49670,NA,NA,49715,CWNS,0,NA,NA,49715,pop_cwns,49715,pop_cwns
266694,Tulelake City WWTP,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269543,US Coast Guard TRACEN - Tomales,1,WDR,Federal: Residential or mixed,COMMUNITY,TRUE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269534,USACOE Lake Sonoma Waste System,1,WDR,Federal: Residential or mixed,COMMUNITY,TRUE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269951,Vagabond Village Mobile Home Park,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270074,Valley Oaks Mobile Home Park,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B87038OMEN,NA,97-010-DWQ,45723,45723,NA,NA,45723,CWNS,0,NA,NA,45723,pop_cwns,45723,pop_cwns
270618,Vintners Inn,1,WDR,RT,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271915,Weaverville SD WWTP,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A84072OTRI,NA,R1-2018-0004,45676,90142,NA,NA,45676,CWNS,3.46,NA,NA,45676,pop_cwns,45676,pop_cwns
271942,Weed Shastina WWTP,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A80192OSIS,NA,96-07002,137026,270423,NA,NA,137026,CWNS,3.46,NA,NA,137026,pop_cwns,137026,pop_cwns
271945,Weed WWTP,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A80191OSIS,NA,96-07001,38250,38250,NA,NA,38250,CWNS,0,NA,NA,38250,pop_cwns,38250,pop_cwns
272009,Weott WWTP,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B87042NHUM,NA,R1-2019-0003,38250,38250,NA,NA,38250,CWNS,0,NA,NA,38250,pop_cwns,38250,pop_cwns
810716,West Park Mobile Home Park,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B14120RDN,NA,NA,49715,49670,NA,NA,49715,CWNS,0,NA,NA,49715,pop_cwns,49715,pop_cwns
718781,Western Hills Mobile Home Park,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B07126RMEN,NA,NA,45723,45723,NA,NA,45723,CWNS,0,NA,NA,45723,pop_cwns,45723,pop_cwns
272298,Westport CWD,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1B75260OMEN,NA,96-028,45676,90142,NA,NA,45676,CWNS,3.46,NA,NA,45676,pop_cwns,45676,pop_cwns
272348,Wetherell Mobile Home Park (Gasquet MHP),1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A80170ODN,NA,97-010-DWQ,137026,270423,NA,NA,137026,CWNS,3.46,NA,NA,137026,pop_cwns,137026,pop_cwns
766558,Willow Creek Apartments,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274538,Yreka City WWTP,1,WDR,i,COMMUNITY,FALSE,No,Yes,No,1A84073OSIS,NA,R1-2021-0016,38250,38250,7800,NA,38250,CWNS+SSO,0,NA,NA,38250,pop_cwns,38250,pop_cwns
656643,"850 Jefferson Avenue, Redwood City On Broadway",2,NPDESWW,NR,n/a,FALSE,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205477,American Canyon Water Reclamation Facility (WRF) (formerly WWTP),2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 283021001,CA0038768,R2-2022-0019,18869,18869,NA,20256,18869,CWNS+COVID,0,NA,NA,18869,pop_cwns,18869,pop_cwns
209253,Benicia WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 482001001,CA0038091,R2-2019-0034,25357,27301,NA,NA,25357,CWNS,0.37,NA,NA,25357,pop_cwns,25357,pop_cwns
210839,Burlingame WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 417005001,CA0037788,R2-2018-0024,37523,43431,NA,NA,37523,CWNS,0.73,NA,NA,37523,pop_cwns,37523,pop_cwns
212585,Calera Creek Water Recycling Plant,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 417022002,CA0038776,R2-2022-0029,33378,29893,NA,40000,33378,CWNS+COVID,-0.55,NA,NA,33378,pop_cwns,33378,pop_cwns
212750,Calistoga City Dunaweal WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 283003001,CA0037966,R2-2022-0010,4981,4981,5322,NA,4981,CWNS+SSO,0,NA,NA,4981,pop_cwns,4981,pop_cwns
213875,Central Contra Costa SD WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 071008001,CA0037648,R2-2022-0020,552952,559174,NA,487300,552952,CWNS+COVID,0.06,NA,NA,552952,pop_cwns,552952,pop_cwns
213889,Central Marin San. Agcy. WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 215116001,CA0038628,R2-2023-0006,54611,61186,NA,104250,54611,CWNS+COVID,0.57,NA,NA,54611,pop_cwns,54611,pop_cwns
237195,City of Livermore Water Reclamation Plant,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 019025001,CA0038008,R2-2022-0025,77127,77127,NA,NA,77127,CWNS,0,NA,NA,77127,pop_cwns,77127,pop_cwns
217831,City of Pinole WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 071032001,CA0037796,R2-2023-0008,77127,77127,NA,NA,77127,CWNS,0,NA,NA,77127,pop_cwns,77127,pop_cwns
220792,Dublin San Ramon SD WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 019033001,CA0037613,R2-2022-0024,79780,86159,NA,NA,79780,CWNS,0.39,NA,NA,79780,pop_cwns,79780,pop_cwns
222132,EBMUD WPCP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 019014001,CA0037702,R2-2020-0024,142953,165453,35000,740000,142953,CWNS+SSO+COVID,0.73,NA,NA,142953,pop_cwns,142953,pop_cwns
225526,Fairfield-Suisun Sewer District Subregional WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 482005001,CA0038024,R2-2020-0012,1134202,1259206,NA,155000,1134202,CWNS+COVID,0.52,NA,NA,1134202,pop_cwns,1134202,pop_cwns
229882,Hayward WPCF,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 019022001,NA,R2-2022-0023,131400,205948,NA,NA,131400,CWNS,2.27,NA,NA,131400,pop_cwns,131400,pop_cwns
236598,Las Gallinas WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 215012001,CA0037851,R2-2020-0022,NA,NA,NA,30000,30000,COVID,NA,NA,NA,30000,pop_covid,30000,pop_covid
239497,Marin CSD 5 - Tiburon WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 215021001,CA0037753,R2-2023-0018,27000,25538,NA,NA,27000,CWNS,-0.28,NA,NA,27000,pop_cwns,27000,pop_cwns
239498,Marin CSD 5 Paradise Cove WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 215021002,CA0037427,R2-2021-0017,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
256695,Martinez Refining Company WWTP,2,NPDESWW,NR,n/a,FALSE,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240791,Millbrae WPCP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 417019001,CA0037532,R2-2019-0009,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
241815,Mt. View Sanitary District WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 071029001,CA0037770,R2-2021-0026,20270,23397,NA,NA,20270,CWNS,0.72,NA,NA,20270,pop_cwns,20270,pop_cwns
243858,Napa Sanitation District WWTP (Soscol Water Recycling Facility),2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 283009001,CA0037575,R2-2022-0003,19710,21579,NA,83300,19710,CWNS+COVID,0.45,NA,NA,19710,pop_cwns,19710,pop_cwns
244566,North San Mateo County Sanitation District WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244705,Novato and Ignacio WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 215022001,CA0037958,R2-2020-0019,NA,NA,NA,53000,53000,COVID,NA,NA,NA,53000,pop_covid,53000,pop_covid
246217,Oro Loma/Castro Valley SD WPCP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 019032001,CA0037559,R2-2018-0010,51332,54000,NA,160000,51332,CWNS+COVID,0.25,NA,NA,51332,pop_cwns,51332,pop_cwns
247457,Palo Alto Regional WQCP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 438011001,CA0037834,R2-2019-0015,NA,NA,NA,236000,236000,COVID,NA,NA,NA,236000,pop_covid,236000,pop_covid
248087,Petaluma Ellis Creek Water Recycling Facility (NPDES Permit),2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 494006001,CA0037810,R2-2021-0008,164714,209393,64316,65000,164714,CWNS+SSO+COVID,1.21,NA,NA,64316,pop_sso_csv,64316,pop_sso_csv
248886,Port Costa WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 071034001,CA0037885,R2-2018-0053,55406,58500,NA,NA,55406,CWNS,0.27,NA,NA,55406,pop_cwns,55406,pop_cwns
269042,Raymond A. Boege Alvarado WWTP (Union SD),2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 019060001,NA,R2-2022-0023,171,171,NA,NA,171,CWNS,0,NA,NA,171,pop_cwns,171,pop_cwns
202473,Raytheon Groundwater Treatment System,2,NPDESWW,NR,n/a,FALSE,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252657,Richmond WPCP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 071037001,CA0038873,R2-2019-0017,NA,NA,68280,NA,68280,SSO,NA,NA,NA,68280,pop_sso_csv,68280,pop_sso_csv
253174,Rodeo Sanitary District WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 071039001,CA0037826,R2-2022-0037,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
255139,SAM WWTP (Sewer Authority Mid-Coastside Wastewater Treatment Plant),2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 417068001,CA0038598,R2-2023-0002,8111,8111,NA,28000,8111,CWNS+COVID,0,NA,NA,8111,pop_cwns,8111,pop_cwns
256498,SF - OCEANSIDE Water Pollution Control Plant,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 386009001,CA0037681,R2-2019-0028,NA,NA,NA,250000,250000,COVID,NA,NA,NA,250000,pop_covid,250000,pop_covid
256507,SF Airport Mel Leong TP-Sanitary Waste,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 417032001,CA0038318,R2-2018-0045,225000,264541,NA,NA,225000,CWNS,0.81,NA,NA,225000,pop_cwns,225000,pop_cwns
256499,"SF-SE Water Pollution Control Plant, N-Point & Bayside",2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 386010001,CA0037664,R2-2013-0029,1,1,NA,750000,1,CWNS+COVID,0,NA,NA,1,pop_cwns,1,pop_cwns
255833,SVCW WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 417037001,CA0038369,R2-2023-0003,582120,684419,NA,199000,582120,CWNS+COVID,0.81,NA,NA,582120,pop_cwns,582120,pop_cwns
255333,San Jose/Santa Clara WPCP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 438014001,CA0037842,R2-2020-0001,0,0,NA,1500000,0,CWNS+COVID,NA,NA,NA,0,pop_cwns,0,pop_cwns
255368,San Leandro WPCP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 019037001,NA,R2-2022-0023,585360,687659,NA,NA,585360,CWNS,0.81,NA,NA,585360,pop_cwns,585360,pop_cwns
879361,"San Leandro, City of",2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 01NPI441309,CA0038881,R2-2022-0006,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
255420,San Mateo WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 417035001,CA0037541,R2-2023-0017,251100,258300,NA,150000,251100,CWNS+COVID,0.14,NA,NA,251100,pop_cwns,251100,pop_cwns
255802,Sausalito Marin City STP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 215023001,CA0038067,R2-2018-0025,132161,141528,NA,18000,132161,CWNS+COVID,0.34,NA,NA,132161,pop_cwns,132161,pop_cwns
255788,Sewerage Agency of Southern Marin (SASM) WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 215015001,CA0037711,R2-2018-0039,20,20,9500,NA,20,CWNS+SSO,0,NA,NA,20,pop_cwns,20,pop_cwns
257754,Sonoma Valley County SD WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 494009001,CA0037800,R2-2019-0019,913086,1300500,NA,NA,913086,CWNS,1.78,NA,NA,913086,pop_cwns,913086,pop_cwns
254881,South San Francisco-San Bruno WQCP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 417038001,CA0038130,R2-2019-0021,1389338,1807956,NA,NA,1389338,CWNS,1.33,NA,NA,1389338,pop_cwns,1389338,pop_cwns
258386,St. Helena City WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 283014001,CA0038016,R2-2021-0004,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
259507,Sunnyvale WPCP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 438018001,CA0037621,R2-2020-0002,49500,55800,NA,153000,49500,CWNS+COVID,0.6,NA,NA,49500,pop_cwns,49500,pop_cwns
266328,Treasure Island WWTP/DOD,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270006,Vallejo Flood & Wastewater District (VFWD) Wastewater Treatment Plant,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 482012001,CA0037699,R2-2023-0001,155584,167466,NA,121000,155584,CWNS+COVID,0.37,NA,NA,155584,pop_cwns,155584,pop_cwns
215234,West County Agency Outfall,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272082,West County WW District WPCP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 071040001,CA0038873,R2-2019-0017,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
274410,Yountville / CA Vets Home WWTP,2,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,2 283019001,CA0038121,R2-2020-0026,30981,32183,NA,NA,30981,CWNS,0.19,NA,NA,30981,pop_cwns,30981,pop_cwns
630863,Alameda City CS,2,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2SSO10087,80000,80000,pop_served_via_rwb,80000,pop_served_via_rwb
630877,Albany City CS,2,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2SSO10088,20000,20000,pop_served_via_rwb,20000,pop_served_via_rwb
630882,Almonte sd CS,2,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2SSO10089,1700,1700,pop_served_via_rwb,1700,pop_served_via_rwb
630887,Alto Sanitary District CS,2,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2SSO10090,1200,1200,pop_served_via_rwb,1200,pop_served_via_rwb
630892,"American Canyon, Public Works CS",2,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2SSO10091,19454,19454,pop_served_via_rwb,19454,pop_served_via_rwb
